detailUrl,title
http://ndltd.ncl.edu.tw/handle/56227076937839055886,地理資訊系統在斷層帶土地利用分析之應用-以新店斷層帶為例
http://ndltd.ncl.edu.tw/handle/88749321609055376940,從地方政府到地方管理：以台中市違規車輛拖吊為例
http://ndltd.ncl.edu.tw/handle/80962559116918607918,現地試驗(SPT及CPT)評估土壤液化潛能與地理資訊系統整合之研究
http://ndltd.ncl.edu.tw/handle/19735538235296168361,地上權之財產權界定及消滅後地上物清理之法律經濟分析
http://ndltd.ncl.edu.tw/handle/63052960711717336358,台灣地區高中地理科新教材教學評量之調查研究
http://ndltd.ncl.edu.tw/handle/99907818971201339191,"EL LUNFARDO, COMO EL ARGOT PORTEÑO / 倫法多，布宜諾斯艾利斯的地方語"
http://ndltd.ncl.edu.tw/handle/53914979559788397658,政府機關應用網路地理資訊系統(Web-GIS)之研究
http://ndltd.ncl.edu.tw/handle/12443058101675828220,地理空間結構變遷下台灣行政區劃調整之研究
http://ndltd.ncl.edu.tw/handle/59536021723499122712,金融機構地理擴張與財務績效指標之實證研究
http://ndltd.ncl.edu.tw/handle/98690416098968446909,台灣地區客家廣播電台經營管理之研究
http://ndltd.ncl.edu.tw/handle/38790002671424814552,地方治理能力之研究：以宜蘭縣羅東鎮節慶活動辦理為例
http://ndltd.ncl.edu.tw/handle/69391077588467757693,臺灣地區殯葬設施管理服務之研究-以新竹市殯葬管理所為例
http://ndltd.ncl.edu.tw/handle/26252217142047728158,none / 志工管理者管理工作現況之探討-以花蓮地區為例
http://ndltd.ncl.edu.tw/handle/57890654368279378519,none / 鋪面養護管理系統與網際網路地理資訊系統之整合研究
http://ndltd.ncl.edu.tw/handle/15401936964933992551,地方政府跨域治理之研究-以新竹縣大隘地區環境保護為個案研究
http://ndltd.ncl.edu.tw/handle/38025124829586095547,中國西北地區土地開發企業人力資源管理功能活動之現況分析
http://ndltd.ncl.edu.tw/handle/19156544408106382552,臺灣地區跨境電信詐欺犯罪審理問題之分析
http://ndltd.ncl.edu.tw/handle/89198430011918007750,三維點源地聲傳遞的理論解析與初步實驗
http://ndltd.ncl.edu.tw/handle/88501321361177170461,家族、地理與書院：以宋代湖湘學派的發展為中心
http://ndltd.ncl.edu.tw/handle/12994870588139839256,大葉楠細胞核LEAFY基因之親緣地理與分子演化
http://ndltd.ncl.edu.tw/handle/99651028992670252589,應用地理資訊在學校本位課程之行動研究
http://ndltd.ncl.edu.tw/handle/94696537138584805624,none / 地工沙腸管淤泥處理系統之效益評估
http://ndltd.ncl.edu.tw/handle/35381559776647691010,卑南平原之農業區域特性與鄉土地理教育
http://ndltd.ncl.edu.tw/handle/98958398798789500719,基隆市地方權力結構與教育治理關係之研究
http://ndltd.ncl.edu.tw/handle/84201688309780740378,地理學者對環境永續指標權重計算之探討
http://ndltd.ncl.edu.tw/handle/30336343217921573974,圖像輔助符號對國中生閱讀地理教材之影響
http://ndltd.ncl.edu.tw/handle/e79ta7,廢棄物清理法指定清除地區法制之研究
http://ndltd.ncl.edu.tw/handle/20492945842490827935,臺灣與日本現行高職教育地理課綱比較
http://ndltd.ncl.edu.tw/handle/81399548816730991859,屏東縣黑鮪魚文化觀光季:文化治理與地域發展
http://ndltd.ncl.edu.tw/handle/51749248545864438933,以區域治理觀點探討花東地區發展條例
http://ndltd.ncl.edu.tw/handle/28341328407762667831,中共軍隊參與地震災害應急管理之研究
http://ndltd.ncl.edu.tw/handle/03663142618426451542,山地鄉公所治理能力之研究―以新竹縣為例
http://ndltd.ncl.edu.tw/handle/03315281986628900008,現行農地違規處理之研究－以宜蘭縣為例
http://ndltd.ncl.edu.tw/handle/73820775305822758578,none / 大陸地區國防法之研究--從法制原理分析
http://ndltd.ncl.edu.tw/handle/79715347267128523761,none / 清季總理衙門設置及其政治地位之研究
http://ndltd.ncl.edu.tw/handle/11780402857365723361,坡地社區安全管理維護制度之初步探討
http://ndltd.ncl.edu.tw/handle/28117764906208507394,Empirical mode decomposition representation of VLF data / 甚低頻電磁波勘測之經驗模態解析
http://ndltd.ncl.edu.tw/handle/96681811459918293805,none / 金黃色葡萄球菌clumpingfactorA在小鼠體內抗血栓活性之探討
http://ndltd.ncl.edu.tw/handle/09160889317885054033,none / Nicotine引起豬腦血管舒張作用的機制
http://ndltd.ncl.edu.tw/handle/44283145177398123152,Li2O-Cs2O-GeO2-Ga2O3玻璃系統之混合鹼金屬效應
http://ndltd.ncl.edu.tw/handle/75951668728513013287,none / 合併處理cytochalasinB及survivinsiRNA抑制人類肺癌細胞的存活及細胞質分裂
http://ndltd.ncl.edu.tw/handle/se8tpe,2018 DELI-HUANG Piano Recital / 2018黃德理鋼琴獨奏會
http://ndltd.ncl.edu.tw/handle/25053077426171674107,REFEREDUMS AND THE STATUS OF TAIWAN / 公民投票與臺灣的國際地位
http://ndltd.ncl.edu.tw/handle/16577066474758350334,none / 地形降水對於環境條件與地形特性之敏感度測試：2維理想地形模擬研究
http://ndltd.ncl.edu.tw/handle/ba5d27,台灣地區高度安全管理監獄監禁適應之研究
http://ndltd.ncl.edu.tw/handle/4df9zs,none / 鍾理和地誌書寫與認同形構歷程研究
http://ndltd.ncl.edu.tw/handle/98984329134171039555,我國地方政府處理勞資爭議問題之研究-以新竹市政府為例
http://ndltd.ncl.edu.tw/handle/836ge2,Efficient Resource Management in DRS / DRS之有效資源管理
http://ndltd.ncl.edu.tw/handle/35132783742854685472,人壽保險公司之最適盈餘管理(OptimalSurplusManagementforLifeInsurance)
http://ndltd.ncl.edu.tw/handle/96807613589787740579,台灣地地國民小學護理人員對健康促進學校的看法與其相關因素之研究
http://ndltd.ncl.edu.tw/handle/09914610794855329286,none / 以永續經營觀點論臺東縣土石流危險區之國有土地管理－以臺東縣華源地區個案研析
http://ndltd.ncl.edu.tw/handle/8g592f,藉由數值法辦理土地複丈更新圖解數化地籍圖之研究-以苗栗縣獅潭鄉、造橋鄉為例
http://ndltd.ncl.edu.tw/handle/75087277831866700138,我國地方政府推動地理資訊系統之成效及其影響因素--以高雄市與台中市為例
http://ndltd.ncl.edu.tw/handle/43764545661069924616,經濟全球化下的地方政府治理模式轉型－昆山地方政府與台資企業互動模式之研究
http://ndltd.ncl.edu.tw/handle/67845985008855463417,Tunable Fano-Kondo resonance in side-coupled double quantum dot system / 在側接量子點系統下的可調變Fano-Kondo共振研究
http://ndltd.ncl.edu.tw/handle/86707760864642672646,Characterization of pseudomonas fluorescens and pseudomonas putida by DNA polymorphism / Pseudomonasfluorescens與Pseudomonasputida之DNA多形性分析
http://ndltd.ncl.edu.tw/handle/55093332796557063473,我國地方政府跨域事務合作之研究-以臺中縣巿垃圾處理為例
http://ndltd.ncl.edu.tw/handle/64070969062713820157,國際連鎖速食業地區經營者對供應商之管理策略
http://ndltd.ncl.edu.tw/handle/73429319184733377885,none / 台灣地區國際商港環境管理之研究—以花蓮港為例
http://ndltd.ncl.edu.tw/handle/57060322783162315291,金融、城市與空間---從制度轉型看台北金融地理重構
http://ndltd.ncl.edu.tw/handle/19118619429215363373,公寓大廈維護管理公司服務品質之研究-以新竹地區為例
http://ndltd.ncl.edu.tw/handle/14835867151641124352,宋代的漢「蠻」關係及其治理政策--以荊湖北路兩江地區為討論中心
http://ndltd.ncl.edu.tw/handle/12151617665869597928,教師教學信念與資訊科技融入教學─國中地理教師個案研究
http://ndltd.ncl.edu.tw/handle/35814001789439795001,應用地理資訊系統分析瀝青混凝土運輸成本之研究
http://ndltd.ncl.edu.tw/handle/71779384993428723397,勤益技術學院九二一大地震危機處理策略之研究
http://ndltd.ncl.edu.tw/handle/71771188653859437064,none / 台灣地區國際商港環境管理之研究─以花蓮港為例
http://ndltd.ncl.edu.tw/handle/86694798800184459528,理性選擇與制度變遷：中國大陸中央與地方政經關係類型分析
http://ndltd.ncl.edu.tw/handle/57919311304308694489,以平衡計分卡概念建構地方幼教行政績效管理評鑑指標之研究
http://ndltd.ncl.edu.tw/handle/15652189573764082128,"東南亞地區反恐政策之評議-以全球治理,雙邊合作,單邊作為為例"
http://ndltd.ncl.edu.tw/handle/93946364349548473306,none / 護理人員工作壓力之研究-以花蓮地區公立醫院為例
http://ndltd.ncl.edu.tw/handle/77371484965837565158,美國於東亞地區經濟合作之角色：以霸權穩定理論解釋
http://ndltd.ncl.edu.tw/handle/52465770307788375802,以系統思考探討地方政府違建處理問題－以臺北縣為例
http://ndltd.ncl.edu.tw/handle/44539969882711921841,吳澄理學思想研究--附臺灣地區公藏圖書館現收（元）吳澄著作目錄
http://ndltd.ncl.edu.tw/handle/14298911488055568852,溫泉業經營策略指標研究-以地理群聚為調節變數
http://ndltd.ncl.edu.tw/handle/08892278569180433098,水土保持課程應用於國中生地理科環境教育教學之研究
http://ndltd.ncl.edu.tw/handle/41435387937345435045,全民健保醫療照護可近性之探討—以地理資訊系統(GIS)為分析工具
http://ndltd.ncl.edu.tw/handle/31156979881370116694,高屏地區大陸港澳外籍配偶休閒倫理素養之調查
http://ndltd.ncl.edu.tw/handle/81609650000920366352,建立地區農產品RFID集貨管理及生產履歷查詢系統-以青蔥為例
http://ndltd.ncl.edu.tw/handle/68923502344421855390,六輕問題與地方政府因應作為:網絡府際管理之觀點
http://ndltd.ncl.edu.tw/handle/56124399110082688101,None / 花東地區學校護理人員健康促進生活型態之研究
http://ndltd.ncl.edu.tw/handle/47605778429237166781,醫療機構知識管理執行現況之探討─以新竹地區醫療機構為對象
http://ndltd.ncl.edu.tw/handle/13487116435402062947,應用灰色理論對國軍基地廠庫修製產量預測分析
http://ndltd.ncl.edu.tw/handle/48730299434489187451,顧客關係管理與溝通—以嘉義地區水電工程服務業為例
http://ndltd.ncl.edu.tw/handle/98933669536883409502,高齡駕駛人駕照管理政策執行之影響因素研究：以臺南地區為例
http://ndltd.ncl.edu.tw/handle/57946822786683844835,員林市發展的困境與挑戰:從地方治理的觀點分析
http://ndltd.ncl.edu.tw/handle/66375674818929615024,長三角區域經濟發展地方政府角色與互動-競合理論觀點
http://ndltd.ncl.edu.tw/handle/78185167635576609094,地方跨域治理之研究-以花蓮縣瑞穗溫泉特定區為例
http://ndltd.ncl.edu.tw/handle/96532110647714390349,我國縣市改制為直轄市對地方治理發展之研究-以桃園市為例
http://ndltd.ncl.edu.tw/handle/35259997102048251965,高中多元入學方式與地理科學習成就之關係─一個個案研究
http://ndltd.ncl.edu.tw/handle/48034817424949014106,國中地理教學情意目標成就及其相關變項之分析--一個個案之研究
http://ndltd.ncl.edu.tw/handle/70435262997407580235,公共工程履約爭議之研究－以中部地區巡防局辦理工程採購案為例
http://ndltd.ncl.edu.tw/handle/60788230777463560041,帝國文化邏輯的展演——清代臺灣方志之空間書寫與地理政治
http://ndltd.ncl.edu.tw/handle/52734064921469164847,偏遠地區小學裁併政策之研究─民主行政理論的觀點
http://ndltd.ncl.edu.tw/handle/39860247626239198414,鄉鎮市調解委員會處理地方衝突之功能研究：以彰化縣鹿港鎮為例
http://ndltd.ncl.edu.tw/handle/39088806605421279184,以代理人觀點探討地方政府垃圾清運委外之監督-以台中市為例
http://ndltd.ncl.edu.tw/handle/68865047355727571284,"奧地利建築師奧圖‧華格納（OttoWagner,1841-1918）的建築理念分析"
http://ndltd.ncl.edu.tw/handle/93139939157996200220,none / 台灣地區創業投資事業投資後管理之研究─以中盈公司為例
http://ndltd.ncl.edu.tw/handle/98960897824899398736,管理教育國際觀化之實證研究─以台灣地區技職體系學校為例
http://ndltd.ncl.edu.tw/handle/58905267418467652605,當代臺灣地區京劇劇團經營管理及其美學之研究
http://ndltd.ncl.edu.tw/handle/64057032767911277717,教師教學與基測試題關係之分析－以原高雄市國中地理教師為例
http://ndltd.ncl.edu.tw/handle/76902520657412126489,none / 從政策網絡的管理析論台灣東部地區大陸漁工安置問題
http://ndltd.ncl.edu.tw/handle/94410691097118753110,none / 經濟全球化與中國大陸地方治理之研究-以廣東省湛江市為例
http://ndltd.ncl.edu.tw/handle/50611028383277230714,公務人員行政倫理認知研究--地方行政菁英調查分析
http://ndltd.ncl.edu.tw/handle/46374563002338890319,學習地圖理論於國中國文教學之應用研究－以南一版第二冊為例
http://ndltd.ncl.edu.tw/handle/04841834584002269509,東亞地區人為氣懸粒子的傳送過程與其對雲微物理的影響
http://ndltd.ncl.edu.tw/handle/94086999908183135827,台灣地區原住民教育文化政策之研究─以少數民族理論觀點為基礎
http://ndltd.ncl.edu.tw/handle/8764kv,大陸地區人民來臺居留管理機制之研究－以國家安全為中心
http://ndltd.ncl.edu.tw/handle/c9rh3t,none / 廢棄物處理政策之地方執行分析-以花蓮縣為例
http://ndltd.ncl.edu.tw/handle/5q2swf,公務人員代際間對年金制度合理性看法之比較-以花蓮地區為例
http://ndltd.ncl.edu.tw/handle/cdemdf,自我效能，社會地位評估對於職業預期結果之影響：以護理人員為例
http://ndltd.ncl.edu.tw/handle/8g6v7a,高中地理科高層次能力教學與多元題型測驗整合之行動研究
http://ndltd.ncl.edu.tw/handle/69703690854860255021,平衡計分卡顧客管理構面之探討-以通信業者地區營運處為例
http://ndltd.ncl.edu.tw/handle/55350758331639076457,台灣近海漁民的道德經濟：兼論全球化環境治理之地方意義
http://ndltd.ncl.edu.tw/handle/18087433343742007394,地方政府業務委託民間辦理成效之研究－以台中縣為例
http://ndltd.ncl.edu.tw/handle/83779433141441806284,none / 地下水資源永續利用之管理策略分析--以屏東平原為例
http://ndltd.ncl.edu.tw/handle/55756861705092676888,none / 水權下放後地方政府之水權分配與管理策略研究--以屏東縣為例
http://ndltd.ncl.edu.tw/handle/36437501555350598085,高雄市國民中學學區演變與影響因素之研究
http://ndltd.ncl.edu.tw/handle/84486927161041415822,"THE COMPARATIVE RESEARCH OF THE REGIONAL DEVELOPMENT BETWEEN SHIPEI AND SHINAN AREA, LANYANG PLAIN / 蘭陽平原溪北與溪南地區發展之比較研究"
http://ndltd.ncl.edu.tw/handle/11163552772693211864,台中市選民投票行為空間分佈之探討--以第四屆、第五屆立法委員選舉為例
http://ndltd.ncl.edu.tw/handle/11816186467212872725,臺灣地區地殼速度層析及非均向性研究
http://ndltd.ncl.edu.tw/handle/8ftwwj,以公平理論及期望理論探討影響公部門人員工作士氣 之因素：以中部地區機動海巡隊為例
http://ndltd.ncl.edu.tw/handle/28617400224537653070,良好工作習慣、拖延習慣和工作滿意度、心理健康的關係─以台灣地區臨床心理師為例─
http://ndltd.ncl.edu.tw/handle/21984978173168218115,臺灣省公路監理業務回歸縣級地方自治可行性之研究--以高雄區監理所為例
http://ndltd.ncl.edu.tw/handle/65q2j4,大陸地區人民來臺管理之研究--以國境安全維護為中心--
http://ndltd.ncl.edu.tw/handle/xdcr34,教師教學與基測試題關係之分析－以原高雄市國中地理教師為例
http://ndltd.ncl.edu.tw/handle/y56yhm,開放大陸地區人民來臺觀光對我國國境管理衝擊與影響之研究
http://ndltd.ncl.edu.tw/handle/76286279684776811843,日本時代臺灣城市規畫的氣候條件分析
http://ndltd.ncl.edu.tw/handle/45422054430544378636,眷村改建國宅後眷戶鄰里關係變化：以左營翠峰國宅為研究個案
http://ndltd.ncl.edu.tw/handle/94696572700060960814,臺灣北部福隆海域海灘類型和裂流分布的時空間變動研究
http://ndltd.ncl.edu.tw/handle/97100213524536874762,埔里茭白筍產銷性別空間之研究
http://ndltd.ncl.edu.tw/handle/43605567693876866102,台中縣完全中學社區化成效之研究
http://ndltd.ncl.edu.tw/handle/06325682732145057082,臺南縣倒風內海人境化之研究（1624-1911）
http://ndltd.ncl.edu.tw/handle/23699424694645251882,軍事重『地』左營地區政治軍事空間的形塑及詮釋
http://ndltd.ncl.edu.tw/handle/19763699637352468182,由祭祀圈看區域的整合與發展--以松山十三街庄為例
http://ndltd.ncl.edu.tw/handle/01345883224575435917,台南縣官田鄉西庄地方感之形塑與轉化
http://ndltd.ncl.edu.tw/handle/79308127012326202206,百貨公司的消費空間圖像建構與詮釋─以高雄市大統百貨和平店為例
http://ndltd.ncl.edu.tw/handle/86620180757234820797,台北市中山區國民中學學區劃分之研究
http://ndltd.ncl.edu.tw/handle/37075902825378967850,和平溪口地區聚落與土地利用的變遷
http://ndltd.ncl.edu.tw/handle/20005123637916682135,頂番地區製閥產業群聚成因與生產體系轉化
http://ndltd.ncl.edu.tw/handle/62536401138532126077,墾丁地區消費空間之形塑過程與轉變
http://ndltd.ncl.edu.tw/handle/16763846035384419663,新竹市金山里之社區發展
http://ndltd.ncl.edu.tw/handle/85455164787902956861,新竹市市郊居民維生方式與社會網絡的變遷-以茄苳里和南隘里為例
http://ndltd.ncl.edu.tw/handle/73192053286414823910,卓蘭實驗高中學生的空間認知―對學生的方向與距離判斷、找路策略及手繪地圖的分析
http://ndltd.ncl.edu.tw/handle/35011398434360390114,長榮管理學院之設立與台南縣歸仁鄉大潭村的環境變遷
http://ndltd.ncl.edu.tw/handle/20090759892020485929,臺北縣烏來風景區觀光發展之時空動態
http://ndltd.ncl.edu.tw/handle/05018435736042482448,從多期圖資影像探討1904-2009年間旗山溪氾濫原的地形變遷
http://ndltd.ncl.edu.tw/handle/75173216547494090548,屏東鹽埔農民生活空間研究
http://ndltd.ncl.edu.tw/handle/19870495500249753223,高雄臨港線活化利用之研究
http://ndltd.ncl.edu.tw/handle/93957565393200895175,分布型水文-力學連結模式於山地集水區崩塌潛勢動態分析之應用
http://ndltd.ncl.edu.tw/handle/33846488453464226912,霧峰洋菇到金針菇的地方調適
http://ndltd.ncl.edu.tw/handle/02280664453503638752,台北縣立高級中學學生入學來源之地理研究--以永平、三民、海山和三重中學四校為例
http://ndltd.ncl.edu.tw/handle/10662316862746830936,一個客家文化景觀─新屋鄉大溪漘地區的公廳、祖塔
http://ndltd.ncl.edu.tw/handle/05568925315794194138,清末橫山地區的地緣社會
http://ndltd.ncl.edu.tw/handle/25361736223630610611,淡水線捷運的空間性詮釋
http://ndltd.ncl.edu.tw/handle/02749383279441948831,冬山河流域觀光遊憩資源的形構及其利用之時空特性
http://ndltd.ncl.edu.tw/handle/79193328931170632232,日治時代頭前溪上游地區的環境變遷
http://ndltd.ncl.edu.tw/handle/64089619715977739342,台灣登山步行速率推估模式之研究
http://ndltd.ncl.edu.tw/handle/82574396753909992929,Wen-Hsien Chang / 以認知圖探討中學生空間認知之差異
http://ndltd.ncl.edu.tw/handle/40679316849536225325,女教師與女學生的空間識覺研究-以高雄市高中為例
http://ndltd.ncl.edu.tw/handle/03838387095563029545,論「無言的山丘」電影中的時間與空間
http://ndltd.ncl.edu.tw/handle/87817901681117465540,台灣地區中醫師人力空間分布之研究
http://ndltd.ncl.edu.tw/handle/15810126341855445989,高雄市西臨港線自行車道遊客之遊憩行為
http://ndltd.ncl.edu.tw/handle/12234646120540208607,臺灣排灣族石板屋聚落文化空間之研究
http://ndltd.ncl.edu.tw/handle/25540234822910153371,壽山國家自然公園石灰岩洞穴的經營管理
http://ndltd.ncl.edu.tw/handle/39941281893545033982,球迷進場觀賞中華職棒比賽的動機與知覺價值之研究
http://ndltd.ncl.edu.tw/handle/75240839635971995399,重劃區土地問題及策略分析之研究─以台中市干城重劃區為例
http://ndltd.ncl.edu.tw/handle/20381687471508801189,全球化過程中城鄉關係的轉變與鄉村的回應─台北市和中港溪中上游地區的個案研究
http://ndltd.ncl.edu.tw/handle/08341250540375983217,太魯閣族生活方式之變遷－花蓮縣秀林鄉水源部落的個案研究
http://ndltd.ncl.edu.tw/handle/07083643380243230341,應用歷年航空照片判釋林口臺地的崩壞特性
http://ndltd.ncl.edu.tw/handle/37693124815760747214,台中縣新社鄉休閒農業的發展
http://ndltd.ncl.edu.tw/handle/97641902186669822112,新社河階群的聚落發展與社會空間的塑造
http://ndltd.ncl.edu.tw/handle/98113301261859062986,戰地政務解除前後金門中地系統的變遷
http://ndltd.ncl.edu.tw/handle/03196360749785029912,活現的廚房--現代廚房空間實踐與社會意涵的詮釋
http://ndltd.ncl.edu.tw/handle/18723033527692822322,台中市電子街的型塑與演變
http://ndltd.ncl.edu.tw/handle/69903509287664212028,板橋市公園體系發展與居民利用之研究
http://ndltd.ncl.edu.tw/handle/37107941330032943350,高雄市永安石斑養殖區的擴散與經營特色
http://ndltd.ncl.edu.tw/handle/61798430819742458145,員林地區蜜餞製造業發展歷程及其區位之研究
http://ndltd.ncl.edu.tw/handle/85158902622557327678,台南縣龍崎鄉居民的經濟活動與生活週期的變遷(1945-2003)
http://ndltd.ncl.edu.tw/handle/02256151481565021676,台北市五分埔成衣市場之研究
http://ndltd.ncl.edu.tw/handle/39995363528545583374,淡水河下游河海工程對河口段地形影響之研究
http://ndltd.ncl.edu.tw/handle/79562480605475516414,馬祖地區地名的意涵--一個關於環境識覺的研究
http://ndltd.ncl.edu.tw/handle/44267544599865041101,「重慶南路書店街」之變遷研究
http://ndltd.ncl.edu.tw/handle/33434496487255748534,台北市大稻埕地區都市景觀自明性之研究
http://ndltd.ncl.edu.tw/handle/10956600155761086774,新竹南寮地區庄頭意識的發展
http://ndltd.ncl.edu.tw/handle/18522852775899632587,<<寒夜三部曲>>之地方性詮釋
http://ndltd.ncl.edu.tw/handle/59836966794053061691,埋積河段的分佈、轉變特性-陳有蘭溪北段支流流域的個案研究
http://ndltd.ncl.edu.tw/handle/58860317710231670866,八卦地區的土地利用變遷
http://ndltd.ncl.edu.tw/handle/29621636081452778342,新竹科學園區菲律賓勞工遷移決策行為與其影響
http://ndltd.ncl.edu.tw/handle/05192606630401599026,日本時代臺灣糖業的不均衡發展：以鹽水港地區的農家生計差距擴大為例（1896-1930）
http://ndltd.ncl.edu.tw/handle/80386907795117116308,屏東平原農業土地利用的轉變：1950-1990年代以蓮霧檳榔為例
http://ndltd.ncl.edu.tw/handle/16717337754460347100,鄒族之民族發展----一個台灣原住民族主體性建構的社會、空間與歷史
http://ndltd.ncl.edu.tw/handle/75337372119747332535,鹿港街、庄廟宇的神聖空間及其內涵
http://ndltd.ncl.edu.tw/handle/86411307170949878088,水岸地區再造的社區民眾參與──以高雄哈瑪星為個案研究
http://ndltd.ncl.edu.tw/handle/52439099832873900526,台東縣大武地區的區域形成與轉變
http://ndltd.ncl.edu.tw/handle/91261671669164006206,綠島的區位與人文生態的變遷
http://ndltd.ncl.edu.tw/handle/50190072889586945932,卓蘭地方的拓墾與聚落發展（1790〜1945）
http://ndltd.ncl.edu.tw/handle/18176815019791275753,急水溪中上游的構造地形：以地形面與地形指標探討
http://ndltd.ncl.edu.tw/handle/23312792495734893889,新竹內山地區民間信仰的空間差異
http://ndltd.ncl.edu.tw/handle/67196803698214278858,從資源共享的角度探討地方產業之經營：以新港洋桔梗和大社、燕巢印度棗為例
http://ndltd.ncl.edu.tw/handle/98074725110185688406,屏東縣前堆地域的社會空間結構與變遷
http://ndltd.ncl.edu.tw/handle/61105246174912703296,韓華與永和韓國街：一個經濟面向的國際遷移調適研究
http://ndltd.ncl.edu.tw/handle/06751423628764417760,台灣地區7-Eleven的電子商務空間之研究
http://ndltd.ncl.edu.tw/handle/84608192126232380854,追尋烏托邦?台北門禁社區現象之探討
http://ndltd.ncl.edu.tw/handle/53139192649643147451,頭前溪流域水資源評估分析
http://ndltd.ncl.edu.tw/handle/04215225013690382865,桃園印刷電路板(PCB)產業群聚研究
http://ndltd.ncl.edu.tw/handle/41518027128297258491,阿蓮區域社會空間結構的變遷
http://ndltd.ncl.edu.tw/handle/04106366972877840408,1904-2010烏溪河道地形變遷與人為活動影響之研究
